Profession,Language,Translated Job Description,Translated Resume
Construction Laborers,mr,"बांधकाम साइटवर शारीरिक श्रम आवश्यक असल सुरक्षा आणि कार्यक्षमता सुनिश्चित करून विविध साधने आणि उपकरणे वापर साइट तयारी करणे, खोदणे, स्कॅफोल्डिंग उभारणे आणि हलविणार्या साहित्यात मदत कुशल व्यापारी लोकांशी सहयोग करा आणि प्रकल्प पूर्ण करण्यास समर्थ",सॅम्युएल ओकाफोर: बिल्डराइट इंक येथे 8 वर्षे असलेल्या बांधकाम कामगारने वेळापत्रकांच्या आधी 20+ प्रमुख प्रकल्प विविध बांधकाम मशीन ऑपरेट करण्यात समर्पण आणि कार्यक्षमतेसाठी पाच वेळा 'महिन्याचा कामगार' पुरस्कारला.
Construction Laborers,no,"Delta i oppgaver som krever fysisk arbeid på byggeplasser. Bruk og vedlikeholde ulike verktøy og utstyr, for å sikre sikkerhet og effektivitet. Hjelp med forberedelse av stedet, graving, oppføring av stillas og flytting av materialer. Samarbeid med dyktige håndverkere og følg instruksjonene for å støtte prosjektgjennomføring.",Samuel Okafor: Byggearbeider med 8 år hos BuildRight Inc. spilte en nøkkelrolle i å fullføre 20+ store prosjekter før planen. Sertifisert i drift av ulike anleggsmaskiner. Tildelt 'Månedens arbeider' fem ganger for engasjement og effektivitet.
Construction Laborers,fa,در کارهایی که نیاز به کار فیزیکی در سایت های ساختمانی دارند شرکت کنید. از ابزارها و تجهیزات مختلف استفاده و نگهداری کنید، ایمنی و کارایی را تضمین کنید. به آماده سازی سایت، حفاری، نصب داربست و جابجایی مواد کمک کنید. با بازرگانان ماهر همکاری کنید و دستورالعمل ها را برای پشتیبانی از اتمام پروژه دنبال کنید.,ساموئل اوکافور: کارگر ساختمانی با 8 سال در BuildRight Inc. نقش کلیدی در تکمیل 20+ پروژه بزرگ قبل از برنامه داشت. دارای گواهینامه در عملکرد ماشین آلاهای مختلف ساختمانی. پنج بار به خاطر فداکاری و کارایی جایزه «کارگر ماه» دریافت کرد.
Construction Laborers,ps,په جوړونې ځایونو کې د فزیکي کار ته اړتیا لري دندو د مختلفو وسایلو او تجهیزاتو کارولو او ساتلو، خوندیتوب او موثریت د سایټ چمتو کولو، غوښتنې، د سکیفولډینګ جوړولو، او د موادو په حرکت کې مرسته د ماهر سوداګرانو سره همکاري وکړئ او د پروژې د بشپړولو د ملاتړ کولو لپاره,سموئیل اوکافور: د BuildRight Inc کې د 8 کلونو سره د ساختماني مزدور مزدور د 20+ لوی پروژو په بشپړولو کې کلیدي رول لوبول. د مختلف جوړونې ماشینونو په عملیاتو کې تایید د وقف او موثریت لپاره پنځه ځله «د میاشتې مزدور» ورکړه.
Construction Laborers,pl,"Angażuj się w zadania wymagające pracy fizycznej na placach budowy. Wykorzystuj i utrzymuj różne narzędzia i sprzęt, zapewniając bezpieczeństwo i wydajność. Pomoc w przygotowaniu terenu, kopaniu, wznoszeniu rusztowań i przenoszeniu materiałów. Współpracuj z wykwalifikowanymi handlowcami i postępuj zgodnie ze wskazówkami, aby wesprzeć ukończenie projektu.",Samuel Okafor: Robotnik budowlany z 8 lat w BuildRight Inc. odegrał kluczową rolę w realizacji ponad 20 dużych projektów przed terminem. Certyfikowany w obsłudze różnych maszyn budowlanych. Pięciokrotnie nagrodzony „Robotnikiem Miesiąca” za poświęcenie i efektywność.
Construction Laborers,pt,"Envolva-se em tarefas que exijam trabalho físico em canteiros de obras. Utilize e mantenha várias ferramentas e equipamentos, garantindo segurança e eficiência. Auxiliar na preparação do local, escavação, montagem de andaimes e movimentação de materiais. Colabore com comerciantes qualificados e siga as instruções para apoiar a conclusão do projeto.",Samuel Okafor: Trabalhador de construção civil com 8 anos na BuildRight Inc. Desempenhou um papel fundamental na conclusão de mais de 20 grandes projetos antes do previsto. Certificado na operação de várias máquinas de construção. Premiado como “Trabalhador do Mês” cinco vezes por dedicação e eficiência.
Construction Laborers,pa,"ਉਸਾਰੀ ਸਥਾਨਾਂ 'ਤੇ ਸਰੀਰਕ ਕਿਰਤ ਦੀ ਲੋੜ ਵਾਲੇ ਕੰਮਾਂ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਵੋ। ਸੁਰੱਖਿਆ ਅਤੇ ਕੁਸ਼ਲਤਾ ਨੂੰ ਯਕੀਨੀ ਬਣਾਉਂਦੇ ਹੋਏ, ਵੱਖ-ਵੱਖ ਸਾਧਨਾਂ ਅਤੇ ਸਾਜ਼ੋ-ਸਾਮਾਨ ਦੀ ਵਰਤੋਂ ਸਾਈਟ ਦੀ ਤਿਆਰੀ, ਖੁਦਾਈ, ਸਕੈਫੋਲਡਿੰਗ ਖੜ੍ਹਾ ਕਰਨ ਅਤੇ ਮੂਵਿੰਗ ਸਮੱਗਰੀ ਵਿੱਚ ਸਹਾਇਤਾ ਕਰੋ. ਹੁਨਰਮੰਦ ਵਪਾਰੀਆਂ ਨਾਲ ਸਹਿਯੋਗ ਕਰੋ ਅਤੇ ਪ੍ਰੋਜੈਕਟ ਨੂੰ ਪੂਰਾ ਕਰਨ ਵਿੱਚ ਸਹਾਇਤਾ ਲਈ ਨਿਰਦੇਸ਼ਾਂ ਦੀ ਪਾਲਣਾ ਕਰੋ।",ਸੈਮੂਅਲ ਓਕਾਫੌਰ: ਬਿਲਡਰਾਈਟ ਇੰਕ ਵਿਖੇ 8 ਸਾਲਾਂ ਦੇ ਕੰਸਟ੍ਰਕਸ਼ਨ ਲੇਬਰ ਨੇ ਸਮਾਂ-ਸਾਰਣੀ ਤੋਂ ਪਹਿਲਾਂ 20+ ਵੱਡੇ ਪ੍ਰੋਜੈਕਟਾਂ ਨੂੰ ਪੂਰਾ ਕਰਨ ਵਿੱਚ ਮੁੱਖ ਭੂਮਿਕਾ ਨਿਭਾਈ। ਵੱਖ ਵੱਖ ਉਸਾਰੀ ਮਸ਼ੀਨਾਂ ਨੂੰ ਚਲਾਉਣ ਵਿੱਚ ਪ੍ਰਮਾਣਿਤ. ਸਮਰਪਣ ਅਤੇ ਕੁਸ਼ਲਤਾ ਲਈ ਪੰਜ ਵਾਰ 'ਮਹੀਨੇ ਦਾ ਮਜ਼ਦੂਰ' ਨਾਲ ਸਨਮਾਨਿਤ ਕੀਤਾ ਗਿਆ।
Construction Laborers,ro,"Angajați-vă în sarcini care necesită muncă fizică pe șantierele de construcții. Utilizați și întrețineți diverse instrumente și echipamente, asigurând siguranță și eficiență. Asistați la pregătirea șantierului, săparea, ridicarea schelelor și mutarea materialelor. Colaborați cu meseriași calificați și urmați instrucțiunile pentru a sprijini finalizarea proiectului.",Samuel Okafor: Muncitor în construcții cu 8 ani la BuildRight Inc. a jucat un rol cheie în finalizarea a peste 20 de proiecte majore înainte de termen. Certificat în exploatarea diferitelor mașini de construcții. Premiat „Muncitorul lunii” de cinci ori pentru dăruire și eficiență.
Construction Laborers,ru,"Занимайтесь задачами, требующими физического труда на строительных площадках. Используйте и обслуживайте различные инструменты и оборудование, обеспечивая безопасность и эффективность. Оказывайте помощь в подготовке площадки, земляных работах, возведении строительных лесов и перемещении материалов. Сотрудничайте с квалифицированными специалистами и следуйте инструкциям для содействия завершению проекта.","Сэмюэл Окафор: строитель с 8-летним стажем работы в BuildRight Inc., сыграл ключевую роль в досрочном завершении более 20 крупных проектов. Сертифицирован в области эксплуатации различных строительных машин. Пять раз был удостоен звания «Рабочий месяца» за самоотверженность и эффективность."
Construction Laborers,sr,"Uključite se u zadatke koji zahtevaju fizički rad na gradilištima. Koristite i održavajte razne alate i opremu, osiguravajući sigurnost i efikasnost. Pomozite u pripremi lokacije, kopanju, podizanju skela i pomeranju materijala. Sarađujte sa kvalifikovanim trgovcima i sledite uputstva za podršku završetku projekta.",Samuel Okafor: Građevinski radnik sa 8 godina u BuildRight Inc. odigrao je ključnu ulogu u završetku 20+ velikih projekata pre roka. Sertifikovan za rad sa različitim građevinskim mašinama. Pet puta nagrađen „Radnikom meseca“ za posvećenost i efikasnost.
Construction Laborers,si,"ඉදිකිරීම් ස්ථානවල ශාරීරික ශ්රමය අවශ්ය කාර්යයන්හි නිරත වන්න. ආරක්ෂාව සහ කාර්යක්ෂමතාව සහතික කරමින් විවිධ මෙවලම් සහ උපකරණ උපයෝගී කර ගැනීම සහ නඩත්තු කිරීම. අඩවි සකස් කිරීම, කැණීම්, පලංචි තැනීම සහ ද්රව්ය චලනය කිරීම සඳහා සහාය වන්න. දක්ෂ වෙළඳුන් සමඟ සහයෝගයෙන් කටයුතු කර ව්යාපෘති නිම කිරීමට සහාය වීම සඳහා උපදෙස් අනුගමනය කරන්න.",සැමුවෙල් ඔකාෆෝර්: BuildRight Inc හි වසර 8 ක් සමඟ ඉදිකිරීම් කම්කරුවා කාලසටහනට වඩා ඉදිරියෙන් 20+ ප්රධාන ව්යාපෘති සම්පූර්ණ කිරීම සඳහා ප්රධාන කාර්යභාරයක් ඉටු කළේය. විවිධ ඉදිකිරීම් යන්ත්ර ක්රියාත්මක කිරීම සඳහා සහතික කර ඇත. කැපවීම හා කාර්යක්ෂමතාව වෙනුවෙන් පස් වතාවක් 'මාසයේ කම්කරුවා' සම්මානයෙන් පිදුම් ලැබීය.
Construction Laborers,sk,"Zapojte sa do úloh vyžadujúcich fyzickú prácu na staveniskách. Používajte a udržiavajte rôzne nástroje a vybavenie, čím zaisťujete bezpečnosť a efektívnosť. Pomôžte s prípravou miesta, kopaním, montážou lešenia a premiestňovaním materiálov. Spolupracujte s kvalifikovanými obchodníkmi a postupujte podľa pokynov na podporu dokončenia projektu.",Samuel Okafor: Stavebný robotník s 8 rokmi v BuildRight Inc. zohral kľúčovú úlohu pri dokončení viac ako 20 veľkých projektov pred termínom. Certifikovaný v prevádzke rôznych stavebných strojov. Päťkrát ocenený „Robotník mesiaca“ za odhodlanie a efektívnosť.
Construction Laborers,sl,"Sodelujte v nalogah, ki zahtevajo fizično delo na gradbiščih. Uporabljajte in vzdržujte različna orodja in opremo, kar zagotavlja varnost in učinkovitost. Pomagajte pri pripravi mesta, kopanju, postavitvi odrov in premikanju materialov. Sodelujte s usposobljenimi trgovci in sledite navodilom za podporo zaključku projekta.",Samuel Okafor: Gradbeni delavec z 8 leti pri BuildRight Inc. je igral ključno vlogo pri dokončanju 20+ večjih projektov pred časom. Certificirano za upravljanje različnih gradbenih strojev. Za predanost in učinkovitost petkrat nagrajen »Delavec meseca«.
